Node ID,Order
1,0
10,1
100,2
101,3
102,4
103,5
104,6
105,7
106,8
107,9
108,10
109,11
11,12
110,13
111,14
112,15
1123,16
113,17
114,18
115,19
116,20
117,21
118,22
119,23
12,24
120,25
121,26
122,27
123,28
124,29
125,30
126,31
127,32
1275,33
1276,34
128,35
129,36
13,37
130,38
131,39
132,40
133,41
134,42
135,43
136,44
137,45
138,46
139,47
1395,48
14,49
140,50
1405,51
1265,52
1409,53
141,54
1411,55
1412,56
142,57
1422,58
1282,59
143,60
144,61
145,62
146,63
147,64
148,65
149,66
15,67
150,68
151,69
152,70
153,71
1536,72
154,73
155,74
156,75
157,76
158,77
159,78
16,79
160,80
161,81
162,82
163,83
164,84
1641,85
1523,86
165,87
166,88
1660,89
167,90
168,91
169,92
17,93
170,94
171,95
172,96
173,97
174,98
175,99
1758,100
176,101
1760,102
177,103
178,104
179,105
18,106
180,107
181,108
182,109
183,110
184,111
185,112
186,113
187,114
188,115
1881,116
189,117
1893,118
1537,119
19,120
190,121
191,122
192,123
193,124
194,125
195,126
196,127
197,128
198,129
199,130
2,131
20,132
200,133
2009,134
201,135
202,136
203,137
204,138
205,139
206,140
207,141
208,142
209,143
21,144
210,145
2102,146
1988,147
2108,148
211,149
2112,150
2117,151
2003,152
212,153
213,154
214,155
215,156
216,157
217,158
218,159
219,160
22,161
220,162
221,163
222,164
2225,165
223,166
224,167
2241,168
225,169
2250,170
226,171
227,172
228,173
229,174
23,175
2352,176
1997,177
2358,178
2360,179
24,180
2483,181
2497,182
25,183
26,184
2621,185
2636,186
27,187
2781,188
2124,189
28,190
29,191
2979,192
2995,193
3,194
30,195
3040,196
2969,197
3042,198
3048,199
3051,200
31,201
3131,202
3062,203
3180,204
3182,205
2972,206
3185,207
3186,208
2976,209
3199,210
32,211
3203,212
3258,213
3266,214
3267,215
3273,216
33,217
3332,218
3347,219
34,220
3410,221
3416,222
3423,223
3434,224
3437,225
2504,226
3438,227
3493,228
35,229
3514,230
2924,231
3564,232
3571,233
3572,234
3577,235
36,236
3645,237
3649,238
3657,239
37,240
3718,241
3727,242
3785,243
3788,244
3793,245
3796,246
38,247
3800,248
2365,249
3858,250
3865,251
39,252
3918,253
3920,254
3926,255
3941,256
3991,257
4,258
40,259
4010,260
2007,261
4012,262
4053,263
3846,264
4065,265
4069,266
41,267
