Node ID,Order
1,0
10,1
11,2
12,3
13,4
14,5
15,6
1535,7
16,8
163,9
1067,10
1127,11
1285,12
136,13
1379,14
139,15
1658,16
17,17
18,18
1837,19
1848,20
1850,21
189,22
19,23
1901,24
1918,25
2,26
20,27
207,28
21,29
2179,30
22,31
2255,32
226,33
2265,34
2270,35
23,36
2305,37
1437,38
2335,39
2342,40
235,41
2354,42
24,43
247,44
25,45
2517,46
2512,47
253,48
1063,49
1071,50
1078,51
1129,52
1144,53
1221,54
1226,55
1506,56
1695,57
1708,58
1845,59
1872,60
1944,61
1947,62
2022,63
2195,64
2289,65
237,66
2406,67
2426,68
2450,69
2470,70
2477,71
2539,72
2541,73
26,74
2606,75
2669,76
27,77
2722,78
2738,79
2763,80
28,81
29,82
3,83
30,84
300,85
1202,86
1283,87
1458,88
1528,89
1753,90
1830,91
1908,92
2242,93
2331,94
2510,95
2511,96
307,97
31,98
32,99
33,100
100,101
34,102
101,103
35,104
102,105
36,106
103,107
37,108
104,109
379,110
38,111
106,112
39,113
107,114
4,115
40,116
108,117
402,118
41,119
109,120
2686,121
42,122
110,123
429,124
43,125
111,126
430,127
433,128
437,129
1103,130
2323,131
44,132
112,133
1000,134
1057,135
1062,136
1064,137
1074,138
1086,139
1130,140
1135,141
1145,142
1204,143
1207,144
1210,145
1219,146
1222,147
1066,148
1227,149
1084,150
1006,151
126,152
1292,153
1299,154
1301,155
1306,156
1309,157
131,158
133,159
1374,160
1378,161
1385,162
1390,163
1462,164
1464,165
1469,166
147,167
1474,168
1477,169
150,170
1372,171
1287,172
1537,173
1555,174
1559,175
1572,176
1577,177
1587,178
161,179
1611,180
1630,181
1636,182
1645,183
1652,184
1657,185
1660,186
1686,187
1689,188
1541,189
1615,190
1696,191
1697,192
1549,193
1623,194
1709,195
1728,196
1762,197
1765,198
1767,199
1768,200
1776,201
1628,202
1779,203
1791,204
1794,205
1797,206
1805,207
1816,208
1847,209
1854,210
1859,211
1864,212
1879,213
1730,214
1801,215
1885,216
1888,217
1891,218
1917,219
1928,220
1542,221
1930,222
1772,223
1942,224
1962,225
1511,226
1963,227
1972,228
1994,229
1759,230
1995,231
1997,232
1999,233
2000,234
2007,235
2023,236
2024,237
2039,238
2065,239
2070,240
2074,241
2079,242
2084,243
1534,244
2091,245
2107,246
2126,247
2133,248
2160,249
