Node ID,Order
1,0
10,1
1073,2
11,3
12,4
129,5
13,6
130,7
133,8
134,9
14,10
135,11
1016,12
15,13
136,14
16,15
137,16
1102,17
17,18
138,19
18,20
139,21
19,22
140,23
2,24
102,25
20,26
142,27
21,28
143,29
22,30
145,31
221,32
23,33
146,34
234,35
238,36
24,37
147,38
243,39
25,40
148,41
26,42
151,43
1052,44
1066,45
1074,46
27,47
152,48
28,49
153,50
29,51
156,52
1014,53
3,54
106,55
231,56
30,57
157,58
31,59
158,60
32,61
159,62
33,63
166,64
34,65
169,66
35,67
170,68
256,69
36,70
174,71
362,72
363,73
37,74
178,75
371,76
38,77
179,78
1079,79
293,80
39,81
180,82
4,83
107,84
1085,85
40,86
183,87
297,88
41,89
187,90
317,91
420,92
424,93
429,94
218,95
440,96
480,97
483,98
5,99
112,100
289,101
512,102
521,103
395,104
566,105
595,106
6,107
113,108
226,109
375,110
475,111
603,112
628,113
629,114
630,115
632,116
641,117
647,118
1008,119
223,120
230,121
355,122
1036,123
412,124
559,125
461,126
646,127
670,128
425,129
674,130
675,131
291,132
476,133
689,134
7,135
115,136
1005,137
310,138
502,139
507,140
188,141
524,142
627,143
473,144
709,145
127,146
459,147
1058,148
323,149
360,150
62,151
711,152
712,153
545,154
721,155
358,156
733,157
251,158
290,159
295,160
439,161
469,162
653,163
755,164
759,165
762,166
769,167
422,168
513,169
547,170
644,171
774,172
1002,173
775,174
227,175
1045,176
779,177
8,178
116,179
315,180
1010,181
809,182
596,183
283,184
367,185
813,186
442,187
815,188
237,189
816,190
599,191
818,192
583,193
1125,194
819,195
408,196
161,197
73,198
821,199
824,200
216,201
402,202
516,203
829,204
471,205
832,206
1011,207
1012,208
242,209
589,210
667,211
365,212
668,213
435,214
704,215
1019,216
753,217
364,218
282,219
519,220
838,221
278,222
597,223
859,224
1133,225
861,226
869,227
870,228
634,229
872,230
522,231
873,232
484,233
875,234
556,235
705,236
635,237
877,238
715,239
799,240
764,241
789,242
482,243
878,244
1020,245
879,246
631,247
666,248
820,249
880,250
1006,251
300,252
409,253
128,254
63,255
726,256
743,257
881,258
582,259
882,260
347,261
557,262
702,263
1022,264
883,265
669,266
714,267
467,268
758,269
800,270
828,271
336,272
563,273
613,274
693,275
884,276
889,277
1003,278
430,279
210,280
1025,281
890,282
224,283
468,284
1087,285
