Node ID,Order
720575940612144047,0
720575940628247945,1
720575940628480399,2
720575940624100500,3
720575940613288818,4
720575940606953858,5
720575940623367050,6
720575940634807470,7
720575940619598964,8
720575940616964509,9
720575940627892935,10
720575940612296154,11
720575940614476269,12
720575940627590266,13
720575940622717683,14
720575940616913676,15
720575940625486266,16
720575940609711113,17
720575940618179289,18
720575940615787554,19
720575940634352153,20
720575940631893644,21
720575940611405102,22
720575940622302844,23
720575940625956483,24
720575940611081586,25
720575940611323670,26
720575940614780583,27
720575940630474344,28
720575940618589953,29
720575940629597483,30
720575940607887561,31
720575940634038041,32
720575940623792108,33
720575940624069012,34
720575940616133337,35
720575940645946903,36
720575940628083959,37
720575940613268709,38
720575940624245245,39
720575940626349712,40
720575940645081288,41
720575940630755858,42
720575940631605132,43
720575940629061063,44
720575940640082766,45
720575940633927341,46
720575940637032670,47
720575940626378621,48
720575940618523938,49
720575940626784868,50
720575940625968371,51
720575940640421710,52
720575940626031132,53
720575940628365544,54
720575940627301032,55
720575940629211960,56
720575940643869988,57
720575940633350175,58
720575940612040398,59
720575940619557243,60
720575940613440921,61
720575940623640970,62
720575940628547266,63
720575940622221377,64
720575940624180479,65
720575940630424108,66
720575940615678866,67
720575940633553060,68
720575940623243402,69
720575940611659384,70
720575940631618920,71
720575940606884017,72
720575940638167664,73
720575940626051367,74
720575940622608423,75
720575940631333955,76
720575940635125655,77
720575940621245805,78
720575940624036021,79
720575940603537766,80
720575940619802166,81
720575940623452540,82
720575940623796041,83
720575940633030284,84
720575940627135674,85
720575940612320218,86
720575940637255743,87
720575940638774606,88
720575940642071712,89
720575940646504814,90
720575940616837716,91
720575940625060331,92
720575940618651938,93
720575940634482913,94
720575940617631961,95
720575940621193485,96
720575940627750165,97
720575940615084463,98
720575940607985330,99
720575940642291872,100
720575940623974069,101
720575940604079532,102
720575940619418304,103
720575940616843788,104
720575940638767450,105
720575940615621287,106
720575940634183103,107
720575940617010900,108
720575940610653230,109
720575940630618680,110
